"US general imports, monthly, HS10 line items. Source: US Census Bureau international trade API (api.census.gov), pulled 2026-09. Unit value = customs value / quantity. Customs value excludes duty, freight and insurance.",,,,,,,,,,,
month,hts10,commodity,group,census_description,customs_value_usd,quantity,unit,unit_value_usd_per_unit,china_value_usd,china_quantity,china_share_of_value_pct
2024-09,2504101000,graphite (crystalline flake),restricted,NATURAL GRAPHITE CRYSTALLINE FLAKE EXECPT FLAKE DUST,7348963,2842550,KG,2.5853,6201436,1935400,84.39
2024-10,2504101000,graphite (crystalline flake),restricted,NATURAL GRAPHITE CRYSTALLINE FLAKE EXECPT FLAKE DUST,5235848,2846239,KG,1.8396,3510090,1014202,67.04
2024-11,2504101000,graphite (crystalline flake),restricted,NATURAL GRAPHITE CRYSTALLINE FLAKE EXECPT FLAKE DUST,3201580,2375762,KG,1.3476,1733722,781960,54.15
2024-12,2504101000,graphite (crystalline flake),restricted,NATURAL GRAPHITE CRYSTALLINE FLAKE EXECPT FLAKE DUST,1598283,1473112,KG,1.085,389800,168160,24.39
2025-01,2504101000,graphite (crystalline flake),restricted,NATURAL GRAPHITE CRYSTALLINE FLAKE EXECPT FLAKE DUST,1513556,1195908,KG,1.2656,198912,58160,13.14
2025-02,2504101000,graphite (crystalline flake),restricted,NATURAL GRAPHITE CRYSTALLINE FLAKE EXECPT FLAKE DUST,959585,642183,KG,1.4943,155255,84668,16.18
2025-03,2504101000,graphite (crystalline flake),restricted,NATURAL GRAPHITE CRYSTALLINE FLAKE EXECPT FLAKE DUST,2444021,2629761,KG,0.9294,170998,54920,7.0
2025-04,2504101000,graphite (crystalline flake),restricted,NATURAL GRAPHITE CRYSTALLINE FLAKE EXECPT FLAKE DUST,1596114,944225,KG,1.6904,75829,25100,4.75
2025-05,2504101000,graphite (crystalline flake),restricted,NATURAL GRAPHITE CRYSTALLINE FLAKE EXECPT FLAKE DUST,1587692,1127520,KG,1.4081,193725,74547,12.2
2025-06,2504101000,graphite (crystalline flake),restricted,NATURAL GRAPHITE CRYSTALLINE FLAKE EXECPT FLAKE DUST,1645990,1034837,KG,1.5906,0,0,0.0
2025-07,2504101000,graphite (crystalline flake),restricted,NATURAL GRAPHITE CRYSTALLINE FLAKE EXECPT FLAKE DUST,1938556,1242619,KG,1.5601,0,0,0.0
2025-08,2504101000,graphite (crystalline flake),restricted,NATURAL GRAPHITE CRYSTALLINE FLAKE EXECPT FLAKE DUST,2143695,1489518,KG,1.4392,72074,75513,3.36
2025-09,2504101000,graphite (crystalline flake),restricted,NATURAL GRAPHITE CRYSTALLINE FLAKE EXECPT FLAKE DUST,2235813,1329780,KG,1.6813,942781,600681,42.17
2025-10,2504101000,graphite (crystalline flake),restricted,NATURAL GRAPHITE CRYSTALLINE FLAKE EXECPT FLAKE DUST,8407448,9744312,KG,0.8628,337125,132952,4.01
2025-11,2504101000,graphite (crystalline flake),restricted,NATURAL GRAPHITE CRYSTALLINE FLAKE EXECPT FLAKE DUST,1258347,1215421,KG,1.0353,453058,401796,36.0
2025-12,2504101000,graphite (crystalline flake),restricted,NATURAL GRAPHITE CRYSTALLINE FLAKE EXECPT FLAKE DUST,1574309,1771880,KG,0.8885,1306000,1500000,82.96
2026-01,2504101000,graphite (crystalline flake),restricted,NATURAL GRAPHITE CRYSTALLINE FLAKE EXECPT FLAKE DUST,1456509,948863,KG,1.535,897025,510600,61.59
2026-02,2504101000,graphite (crystalline flake),restricted,NATURAL GRAPHITE CRYSTALLINE FLAKE EXECPT FLAKE DUST,1021652,502753,KG,2.0321,354002,118400,34.65
2026-03,2504101000,graphite (crystalline flake),restricted,NATURAL GRAPHITE CRYSTALLINE FLAKE EXECPT FLAKE DUST,1557724,821416,KG,1.8964,545841,257360,35.04
2026-04,2504101000,graphite (crystalline flake),restricted,NATURAL GRAPHITE CRYSTALLINE FLAKE EXECPT FLAKE DUST,786475,532555,KG,1.4768,198951,100621,25.3
2026-05,2504101000,graphite (crystalline flake),restricted,NATURAL GRAPHITE CRYSTALLINE FLAKE EXECPT FLAKE DUST,1080476,576606,KG,1.8739,535168,203052,49.53
2026-06,2504101000,graphite (crystalline flake),restricted,NATURAL GRAPHITE CRYSTALLINE FLAKE EXECPT FLAKE DUST,410832,257803,KG,1.5936,92880,36000,22.61
2026-07,2504101000,graphite (crystalline flake),restricted,NATURAL GRAPHITE CRYSTALLINE FLAKE EXECPT FLAKE DUST,449809,217217,KG,2.0708,0,0,0.0
2023-01,2504105000,graphite (other natural),restricted,"NATURAL GRAPHITE IN POWDER OR FLAKES, NESOI",10607510,4692189,KG,2.2607,,,
2023-02,2504105000,graphite (other natural),restricted,"NATURAL GRAPHITE IN POWDER OR FLAKES, NESOI",8542808,2849624,KG,2.9979,,,
2023-03,2504105000,graphite (other natural),restricted,"NATURAL GRAPHITE IN POWDER OR FLAKES, NESOI",5686378,2372066,KG,2.3972,,,
2023-04,2504105000,graphite (other natural),restricted,"NATURAL GRAPHITE IN POWDER OR FLAKES, NESOI",7453716,3145835,KG,2.3694,,,
2023-05,2504105000,graphite (other natural),restricted,"NATURAL GRAPHITE IN POWDER OR FLAKES, NESOI",6018049,2364043,KG,2.5457,,,
2023-06,2504105000,graphite (other natural),restricted,"NATURAL GRAPHITE IN POWDER OR FLAKES, NESOI",4763750,2249315,KG,2.1179,,,
2023-07,2504105000,graphite (other natural),restricted,"NATURAL GRAPHITE IN POWDER OR FLAKES, NESOI",6613037,3360188,KG,1.9681,,,
2023-08,2504105000,graphite (other natural),restricted,"NATURAL GRAPHITE IN POWDER OR FLAKES, NESOI",6583965,3061790,KG,2.1504,,,
2023-09,2504105000,graphite (other natural),restricted,"NATURAL GRAPHITE IN POWDER OR FLAKES, NESOI",6964129,2368683,KG,2.9401,,,
2023-10,2504105000,graphite (other natural),restricted,"NATURAL GRAPHITE IN POWDER OR FLAKES, NESOI",4880929,2844776,KG,1.7158,,,
2023-11,2504105000,graphite (other natural),restricted,"NATURAL GRAPHITE IN POWDER OR FLAKES, NESOI",4953903,2290770,KG,2.1625,,,
2023-12,2504105000,graphite (other natural),restricted,"NATURAL GRAPHITE IN POWDER OR FLAKES, NESOI",5351607,2253976,KG,2.3743,,,
2024-01,2504105000,graphite (other natural),restricted,"NATURAL GRAPHITE IN POWDER OR FLAKES, NESOI",2933885,1859128,KG,1.5781,,,
2024-02,2504105000,graphite (other natural),restricted,"NATURAL GRAPHITE IN POWDER OR FLAKES, NESOI",3411178,2132855,KG,1.5993,,,
2024-03,2504105000,graphite (other natural),restricted,"NATURAL GRAPHITE IN POWDER OR FLAKES, NESOI",5077138,2270140,KG,2.2365,,,
2024-04,2504105000,graphite (other natural),restricted,"NATURAL GRAPHITE IN POWDER OR FLAKES, NESOI",6445531,2963334,KG,2.1751,,,
2024-05,2504105000,graphite (other natural),restricted,"NATURAL GRAPHITE IN POWDER OR FLAKES, NESOI",6883148,3613802,KG,1.9047,,,
2024-06,2504105000,graphite (other natural),restricted,"NATURAL GRAPHITE IN POWDER OR FLAKES, NESOI",7438191,3359987,KG,2.2138,,,
2024-07,2504105000,graphite (other natural),restricted,"NATURAL GRAPHITE IN POWDER OR FLAKES, NESOI",6517280,2673348,KG,2.4379,,,
2024-08,2504105000,graphite (other natural),restricted,"NATURAL GRAPHITE IN POWDER OR FLAKES, NESOI",2603391,1850475,KG,1.4069,,,
2024-09,2504105000,graphite (other natural),restricted,"NATURAL GRAPHITE IN POWDER OR FLAKES, NESOI",5855498,2208372,KG,2.6515,,,
2024-10,2504105000,graphite (other natural),restricted,"NATURAL GRAPHITE IN POWDER OR FLAKES, NESOI",8540612,4087648,KG,2.0894,,,
2024-11,2504105000,graphite (other natural),restricted,"NATURAL GRAPHITE IN POWDER OR FLAKES, NESOI",6193917,3245329,KG,1.9086,,,
2024-12,2504105000,graphite (other natural),restricted,"NATURAL GRAPHITE IN POWDER OR FLAKES, NESOI",10080891,4266749,KG,2.3627,,,
2025-01,2504105000,graphite (other natural),restricted,"NATURAL GRAPHITE IN POWDER OR FLAKES, NESOI",11163930,5329487,KG,2.0947,,,
2025-02,2504105000,graphite (other natural),restricted,"NATURAL GRAPHITE IN POWDER OR FLAKES, NESOI",10006973,3947579,KG,2.535,,,
2025-03,2504105000,graphite (other natural),restricted,"NATURAL GRAPHITE IN POWDER OR FLAKES, NESOI",8144004,3338099,KG,2.4397,,,
2025-04,2504105000,graphite (other natural),restricted,"NATURAL GRAPHITE IN POWDER OR FLAKES, NESOI",11531545,4218165,KG,2.7338,,,
2025-05,2504105000,graphite (other natural),restricted,"NATURAL GRAPHITE IN POWDER OR FLAKES, NESOI",7210132,3085752,KG,2.3366,,,
2025-06,2504105000,graphite (other natural),restricted,"NATURAL GRAPHITE IN POWDER OR FLAKES, NESOI",8417521,4470109,KG,1.8831,,,
2025-07,2504105000,graphite (other natural),restricted,"NATURAL GRAPHITE IN POWDER OR FLAKES, NESOI",8554109,5359062,KG,1.5962,,,
2025-08,2504105000,graphite (other natural),restricted,"NATURAL GRAPHITE IN POWDER OR FLAKES, NESOI",10657314,4242167,KG,2.5122,,,
2025-09,2504105000,graphite (other natural),restricted,"NATURAL GRAPHITE IN POWDER OR FLAKES, NESOI",9219808,3573197,KG,2.5803,,,
2025-10,2504105000,graphite (other natural),restricted,"NATURAL GRAPHITE IN POWDER OR FLAKES, NESOI",6313084,3185418,KG,1.9819,,,
2025-11,2504105000,graphite (other natural),restricted,"NATURAL GRAPHITE IN POWDER OR FLAKES, NESOI",7628595,4944350,KG,1.5429,,,
2025-12,2504105000,graphite (other natural),restricted,"NATURAL GRAPHITE IN POWDER OR FLAKES, NESOI",4818280,2807455,KG,1.7162,,,
2026-01,2504105000,graphite (other natural),restricted,"NATURAL GRAPHITE IN POWDER OR FLAKES, NESOI",8664830,4838842,KG,1.7907,,,
2026-02,2504105000,graphite (other natural),restricted,"NATURAL GRAPHITE IN POWDER OR FLAKES, NESOI",4129541,2112825,KG,1.9545,,,
2026-03,2504105000,graphite (other natural),restricted,"NATURAL GRAPHITE IN POWDER OR FLAKES, NESOI",7626609,3195655,KG,2.3866,,,
2026-04,2504105000,graphite (other natural),restricted,"NATURAL GRAPHITE IN POWDER OR FLAKES, NESOI",5915937,2401440,KG,2.4635,,,
2026-05,2504105000,graphite (other natural),restricted,"NATURAL GRAPHITE IN POWDER OR FLAKES, NESOI",6164204,3516316,KG,1.753,,,
2026-06,2504105000,graphite (other natural),restricted,"NATURAL GRAPHITE IN POWDER OR FLAKES, NESOI",6936849,3579014,KG,1.9382,,,
2026-07,2504105000,graphite (other natural),restricted,"NATURAL GRAPHITE IN POWDER OR FLAKES, NESOI",7092717,2972036,KG,2.3865,,,
2023-01,8112923000,indium,restricted,UNWROUGHT INDIUM INCL POWDERS,3139218,15730,KG,199.5688,108768,600,3.46
2023-02,8112923000,indium,restricted,UNWROUGHT INDIUM INCL POWDERS,2015567,10306,KG,195.5722,0,0,0.0
2023-03,8112923000,indium,restricted,UNWROUGHT INDIUM INCL POWDERS,3364580,14966,KG,224.8149,502514,2284,14.94
2023-04,8112923000,indium,restricted,UNWROUGHT INDIUM INCL POWDERS,2401577,33538,KG,71.6076,189875,943,7.91
2023-05,8112923000,indium,restricted,UNWROUGHT INDIUM INCL POWDERS,4033872,42837,KG,94.1679,6800,10,0.17
2023-06,8112923000,indium,restricted,UNWROUGHT INDIUM INCL POWDERS,3217952,16440,KG,195.7392,0,0,0.0
2023-07,8112923000,indium,restricted,UNWROUGHT INDIUM INCL POWDERS,2969225,14997,KG,197.9879,500000,2000,16.84
2023-08,8112923000,indium,restricted,UNWROUGHT INDIUM INCL POWDERS,2486363,11749,KG,211.6234,490055,2200,19.71
2023-09,8112923000,indium,restricted,UNWROUGHT INDIUM INCL POWDERS,3650246,15330,KG,238.1113,318748,1190,8.73
2023-10,8112923000,indium,restricted,UNWROUGHT INDIUM INCL POWDERS,3806955,16960,KG,224.4667,230000,1000,6.04
2023-11,8112923000,indium,restricted,UNWROUGHT INDIUM INCL POWDERS,2854635,14312,KG,199.4574,7126,14,0.25
2023-12,8112923000,indium,restricted,UNWROUGHT INDIUM INCL POWDERS,2775296,11665,KG,237.9165,12924,17,0.47
2024-01,8112923000,indium,restricted,UNWROUGHT INDIUM INCL POWDERS,2950071,14885,KG,198.1909,11400,10,0.39
2024-02,8112923000,indium,restricted,UNWROUGHT INDIUM INCL POWDERS,4625117,20305,KG,227.7822,812495,3815,17.57
2024-03,8112923000,indium,restricted,UNWROUGHT INDIUM INCL POWDERS,7286205,32353,KG,225.2096,2788884,12108,38.28
2024-04,8112923000,indium,restricted,UNWROUGHT INDIUM INCL POWDERS,5882805,26363,KG,223.1463,3069995,14129,52.19
2024-05,8112923000,indium,restricted,UNWROUGHT INDIUM INCL POWDERS,3807396,14330,KG,265.6941,791673,2535,20.79
2024-06,8112923000,indium,restricted,UNWROUGHT INDIUM INCL POWDERS,5165250,16203,KG,318.7836,1783700,5385,34.53
2024-07,8112923000,indium,restricted,UNWROUGHT INDIUM INCL POWDERS,9832817,25015,KG,393.0768,2876102,7305,29.25
2024-08,8112923000,indium,restricted,UNWROUGHT INDIUM INCL POWDERS,2189862,6641,KG,329.7488,84883,246,3.88
2024-09,8112923000,indium,restricted,UNWROUGHT INDIUM INCL POWDERS,17769659,47445,KG,374.5318,8820022,23098,49.64
2024-10,8112923000,indium,restricted,UNWROUGHT INDIUM INCL POWDERS,5082397,14313,KG,355.0896,0,0,0.0
2024-11,8112923000,indium,restricted,UNWROUGHT INDIUM INCL POWDERS,3922541,10555,KG,371.6287,0,0,0.0
2024-12,8112923000,indium,restricted,UNWROUGHT INDIUM INCL POWDERS,2832108,8307,KG,340.9303,181567,522,6.41
2025-01,8112923000,indium,restricted,UNWROUGHT INDIUM INCL POWDERS,5924073,19014,KG,311.5637,,,
2025-02,8112923000,indium,restricted,UNWROUGHT INDIUM INCL POWDERS,4732094,11490,KG,411.8446,8865,9,0.19
2025-03,8112923000,indium,restricted,UNWROUGHT INDIUM INCL POWDERS,8123594,21680,KG,374.7045,737766,2014,9.08
2025-04,8112923000,indium,restricted,UNWROUGHT INDIUM INCL POWDERS,5075353,16028,KG,316.6554,0,0,0.0
2025-05,8112923000,indium,restricted,UNWROUGHT INDIUM INCL POWDERS,8802901,41349,KG,212.8927,455200,2000,5.17
2025-06,8112923000,indium,restricted,UNWROUGHT INDIUM INCL POWDERS,2716322,7239,KG,375.2344,3000,1,0.11
2025-07,8112923000,indium,restricted,UNWROUGHT INDIUM INCL POWDERS,5585945,15128,KG,369.2454,0,0,0.0
2025-08,8112923000,indium,restricted,UNWROUGHT INDIUM INCL POWDERS,5385346,17835,KG,301.9538,3081,4,0.06
2025-09,8112923000,indium,restricted,UNWROUGHT INDIUM INCL POWDERS,4843328,13875,KG,349.0687,0,0,0.0
2025-10,8112923000,indium,restricted,UNWROUGHT INDIUM INCL POWDERS,4835305,13175,KG,367.0061,654160,1924,13.53
2025-11,8112923000,indium,restricted,UNWROUGHT INDIUM INCL POWDERS,5836062,15667,KG,372.5067,355000,1000,6.08
2025-12,8112923000,indium,restricted,UNWROUGHT INDIUM INCL POWDERS,7345720,18948,KG,387.6779,3000,5,0.04
2026-01,8112923000,indium,restricted,UNWROUGHT INDIUM INCL POWDERS,4132772,11030,KG,374.6847,3080,4,0.07
2026-02,8112923000,indium,restricted,UNWROUGHT INDIUM INCL POWDERS,10993969,22647,KG,485.4492,350700,1000,3.19
2026-03,8112923000,indium,restricted,UNWROUGHT INDIUM INCL POWDERS,9688543,15343,KG,631.4634,0,0,0.0
2026-04,8112923000,indium,restricted,UNWROUGHT INDIUM INCL POWDERS,11065990,17268,KG,640.838,5495,4,0.05
2026-05,8112923000,indium,restricted,UNWROUGHT INDIUM INCL POWDERS,13571744,21720,KG,624.8501,55194,36,0.41
2026-06,8112923000,indium,restricted,UNWROUGHT INDIUM INCL POWDERS,10554449,15014,KG,702.9738,1159570,664,10.99
2026-07,8112923000,indium,restricted,UNWROUGHT INDIUM INCL POWDERS,19198049,27696,KG,693.1705,344705,405,1.8
2023-01,8102940000,molybdenum (unwrought),restricted,"UNWROUGHT MOLYBDENUM, INCLUDING BARS AND RODS OBTAINED SIMPLY BY SINTERING",1471128,26226,KG,56.0943,968300,14080,65.82
2023-02,8102940000,molybdenum (unwrought),restricted,"UNWROUGHT MOLYBDENUM, INCLUDING BARS AND RODS OBTAINED SIMPLY BY SINTERING",5138820,88997,KG,57.7415,1436350,24813,27.95
2023-03,8102940000,molybdenum (unwrought),restricted,"UNWROUGHT MOLYBDENUM, INCLUDING BARS AND RODS OBTAINED SIMPLY BY SINTERING",4545341,61239,KG,74.223,984002,17214,21.65
2023-04,8102940000,molybdenum (unwrought),restricted,"UNWROUGHT MOLYBDENUM, INCLUDING BARS AND RODS OBTAINED SIMPLY BY SINTERING",2741593,36287,KG,75.553,1882157,24972,68.65
2023-05,8102940000,molybdenum (unwrought),restricted,"UNWROUGHT MOLYBDENUM, INCLUDING BARS AND RODS OBTAINED SIMPLY BY SINTERING",1087506,20617,KG,52.748,481456,7198,44.27
2023-06,8102940000,molybdenum (unwrought),restricted,"UNWROUGHT MOLYBDENUM, INCLUDING BARS AND RODS OBTAINED SIMPLY BY SINTERING",1170666,19006,KG,61.5945,1168482,19000,99.81
2023-07,8102940000,molybdenum (unwrought),restricted,"UNWROUGHT MOLYBDENUM, INCLUDING BARS AND RODS OBTAINED SIMPLY BY SINTERING",4316629,76650,KG,56.3161,3042280,51554,70.48
2023-08,8102940000,molybdenum (unwrought),restricted,"UNWROUGHT MOLYBDENUM, INCLUDING BARS AND RODS OBTAINED SIMPLY BY SINTERING",8017038,126495,KG,63.3783,6910546,104776,86.2
2023-09,8102940000,molybdenum (unwrought),restricted,"UNWROUGHT MOLYBDENUM, INCLUDING BARS AND RODS OBTAINED SIMPLY BY SINTERING",3783228,58618,KG,64.5404,3059000,45000,80.86
2023-10,8102940000,molybdenum (unwrought),restricted,"UNWROUGHT MOLYBDENUM, INCLUDING BARS AND RODS OBTAINED SIMPLY BY SINTERING",4050467,66104,KG,61.2742,2990630,46201,73.83
2023-11,8102940000,molybdenum (unwrought),restricted,"UNWROUGHT MOLYBDENUM, INCLUDING BARS AND RODS OBTAINED SIMPLY BY SINTERING",2204344,36687,KG,60.0852,2204344,36687,100.0
2023-12,8102940000,molybdenum (unwrought),restricted,"UNWROUGHT MOLYBDENUM, INCLUDING BARS AND RODS OBTAINED SIMPLY BY SINTERING",1209917,19981,KG,60.5534,1185000,19878,97.94
2024-01,8102940000,molybdenum (unwrought),restricted,"UNWROUGHT MOLYBDENUM, INCLUDING BARS AND RODS OBTAINED SIMPLY BY SINTERING",4116430,86483,KG,47.5981,2541539,45258,61.74
2024-02,8102940000,molybdenum (unwrought),restricted,"UNWROUGHT MOLYBDENUM, INCLUDING BARS AND RODS OBTAINED SIMPLY BY SINTERING",2608855,49820,KG,52.3656,1690930,30045,64.82
2024-03,8102940000,molybdenum (unwrought),restricted,"UNWROUGHT MOLYBDENUM, INCLUDING BARS AND RODS OBTAINED SIMPLY BY SINTERING",5270857,96259,KG,54.757,4330825,78201,82.17
2024-04,8102940000,molybdenum (unwrought),restricted,"UNWROUGHT MOLYBDENUM, INCLUDING BARS AND RODS OBTAINED SIMPLY BY SINTERING",7147725,126900,KG,56.3257,6260129,109225,87.58
2024-05,8102940000,molybdenum (unwrought),restricted,"UNWROUGHT MOLYBDENUM, INCLUDING BARS AND RODS OBTAINED SIMPLY BY SINTERING",4063113,72101,KG,56.3531,3148765,52569,77.5
2024-06,8102940000,molybdenum (unwrought),restricted,"UNWROUGHT MOLYBDENUM, INCLUDING BARS AND RODS OBTAINED SIMPLY BY SINTERING",3029303,52075,KG,58.1719,2516781,45014,83.08
2024-07,8102940000,molybdenum (unwrought),restricted,"UNWROUGHT MOLYBDENUM, INCLUDING BARS AND RODS OBTAINED SIMPLY BY SINTERING",9199069,151235,KG,60.8263,7864447,128187,85.49
2024-08,8102940000,molybdenum (unwrought),restricted,"UNWROUGHT MOLYBDENUM, INCLUDING BARS AND RODS OBTAINED SIMPLY BY SINTERING",8844324,143185,KG,61.7685,8254839,131000,93.33
2024-09,8102940000,molybdenum (unwrought),restricted,"UNWROUGHT MOLYBDENUM, INCLUDING BARS AND RODS OBTAINED SIMPLY BY SINTERING",5313622,91331,KG,58.1798,4741937,79551,89.24
2024-10,8102940000,molybdenum (unwrought),restricted,"UNWROUGHT MOLYBDENUM, INCLUDING BARS AND RODS OBTAINED SIMPLY BY SINTERING",3393096,58510,KG,57.9917,3390447,58500,99.92
2024-11,8102940000,molybdenum (unwrought),restricted,"UNWROUGHT MOLYBDENUM, INCLUDING BARS AND RODS OBTAINED SIMPLY BY SINTERING",2071239,35997,KG,57.5392,1217089,20049,58.76
2024-12,8102940000,molybdenum (unwrought),restricted,"UNWROUGHT MOLYBDENUM, INCLUDING BARS AND RODS OBTAINED SIMPLY BY SINTERING",6816023,114732,KG,59.4082,5402200,90517,79.26
2025-01,8102940000,molybdenum (unwrought),restricted,"UNWROUGHT MOLYBDENUM, INCLUDING BARS AND RODS OBTAINED SIMPLY BY SINTERING",4282850,74082,KG,57.8123,3638673,60960,84.96
2025-02,8102940000,molybdenum (unwrought),restricted,"UNWROUGHT MOLYBDENUM, INCLUDING BARS AND RODS OBTAINED SIMPLY BY SINTERING",2119944,44070,KG,48.104,875000,15000,41.27
2025-03,8102940000,molybdenum (unwrought),restricted,"UNWROUGHT MOLYBDENUM, INCLUDING BARS AND RODS OBTAINED SIMPLY BY SINTERING",2249035,41757,KG,53.8601,1140000,20000,50.69
2025-04,8102940000,molybdenum (unwrought),restricted,"UNWROUGHT MOLYBDENUM, INCLUDING BARS AND RODS OBTAINED SIMPLY BY SINTERING",5037999,85895,KG,58.653,3524630,60390,69.96
2025-05,8102940000,molybdenum (unwrought),restricted,"UNWROUGHT MOLYBDENUM, INCLUDING BARS AND RODS OBTAINED SIMPLY BY SINTERING",2303445,33401,KG,68.9634,1164000,20000,50.53
2025-06,8102940000,molybdenum (unwrought),restricted,"UNWROUGHT MOLYBDENUM, INCLUDING BARS AND RODS OBTAINED SIMPLY BY SINTERING",2772596,65555,KG,42.2942,1164000,20000,41.98
2025-07,8102940000,molybdenum (unwrought),restricted,"UNWROUGHT MOLYBDENUM, INCLUDING BARS AND RODS OBTAINED SIMPLY BY SINTERING",969824,17248,KG,56.2282,28569,237,2.95
2025-08,8102940000,molybdenum (unwrought),restricted,"UNWROUGHT MOLYBDENUM, INCLUDING BARS AND RODS OBTAINED SIMPLY BY SINTERING",2171629,41692,KG,52.0874,4506,63,0.21
2025-09,8102940000,molybdenum (unwrought),restricted,"UNWROUGHT MOLYBDENUM, INCLUDING BARS AND RODS OBTAINED SIMPLY BY SINTERING",13565,120,KG,113.0417,0,0,0.0
2025-10,8102940000,molybdenum (unwrought),restricted,"UNWROUGHT MOLYBDENUM, INCLUDING BARS AND RODS OBTAINED SIMPLY BY SINTERING",1013809,13712,KG,73.9359,43850,260,4.33
2025-11,8102940000,molybdenum (unwrought),restricted,"UNWROUGHT MOLYBDENUM, INCLUDING BARS AND RODS OBTAINED SIMPLY BY SINTERING",3205467,45978,KG,69.7174,2761680,40126,86.16
2025-12,8102940000,molybdenum (unwrought),restricted,"UNWROUGHT MOLYBDENUM, INCLUDING BARS AND RODS OBTAINED SIMPLY BY SINTERING",5306678,81202,KG,65.3516,2018717,30152,38.04
2026-01,8102940000,molybdenum (unwrought),restricted,"UNWROUGHT MOLYBDENUM, INCLUDING BARS AND RODS OBTAINED SIMPLY BY SINTERING",871243,12266,KG,71.0291,871243,12266,100.0
2026-02,8102940000,molybdenum (unwrought),restricted,"UNWROUGHT MOLYBDENUM, INCLUDING BARS AND RODS OBTAINED SIMPLY BY SINTERING",439867,7305,KG,60.2145,373200,6440,84.84
2026-03,8102940000,molybdenum (unwrought),restricted,"UNWROUGHT MOLYBDENUM, INCLUDING BARS AND RODS OBTAINED SIMPLY BY SINTERING",1936436,33292,KG,58.1652,0,0,0.0
2026-04,8102940000,molybdenum (unwrought),restricted,"UNWROUGHT MOLYBDENUM, INCLUDING BARS AND RODS OBTAINED SIMPLY BY SINTERING",2386839,34542,KG,69.0996,28500,531,1.19
2026-05,8102940000,molybdenum (unwrought),restricted,"UNWROUGHT MOLYBDENUM, INCLUDING BARS AND RODS OBTAINED SIMPLY BY SINTERING",2637111,19960,KG,132.1198,4640,80,0.18
2026-06,8102940000,molybdenum (unwrought),restricted,"UNWROUGHT MOLYBDENUM, INCLUDING BARS AND RODS OBTAINED SIMPLY BY SINTERING",4293024,45947,KG,93.4343,1570200,20864,36.58
2026-07,8102940000,molybdenum (unwrought),restricted,"UNWROUGHT MOLYBDENUM, INCLUDING BARS AND RODS OBTAINED SIMPLY BY SINTERING",3213769,35891,KG,89.5425,440886,4188,13.72
2023-01,7104210000,synthetic diamond (unworked),restricted,"SYNTHETIC OR RECONSTRUCTED DIAMONDS, UNWORKED OR SIMPLY SAWN OR ROUGHLY SHAPED",1191517,100221,GM,11.8889,121975,89160,10.24
2023-02,7104210000,synthetic diamond (unworked),restricted,"SYNTHETIC OR RECONSTRUCTED DIAMONDS, UNWORKED OR SIMPLY SAWN OR ROUGHLY SHAPED",1166120,203981,GM,5.7168,304365,193240,26.1
2023-03,7104210000,synthetic diamond (unworked),restricted,"SYNTHETIC OR RECONSTRUCTED DIAMONDS, UNWORKED OR SIMPLY SAWN OR ROUGHLY SHAPED",2043373,237216,GM,8.614,481055,200628,23.54
2023-04,7104210000,synthetic diamond (unworked),restricted,"SYNTHETIC OR RECONSTRUCTED DIAMONDS, UNWORKED OR SIMPLY SAWN OR ROUGHLY SHAPED",1075148,132967,GM,8.0858,179232,118418,16.67
2023-05,7104210000,synthetic diamond (unworked),restricted,"SYNTHETIC OR RECONSTRUCTED DIAMONDS, UNWORKED OR SIMPLY SAWN OR ROUGHLY SHAPED",994179,113494,GM,8.7597,164248,96698,16.52
2023-06,7104210000,synthetic diamond (unworked),restricted,"SYNTHETIC OR RECONSTRUCTED DIAMONDS, UNWORKED OR SIMPLY SAWN OR ROUGHLY SHAPED",1041085,204506,GM,5.0907,241597,187100,23.21
2023-07,7104210000,synthetic diamond (unworked),restricted,"SYNTHETIC OR RECONSTRUCTED DIAMONDS, UNWORKED OR SIMPLY SAWN OR ROUGHLY SHAPED",1243515,154539,GM,8.0466,183698,135933,14.77
2023-08,7104210000,synthetic diamond (unworked),restricted,"SYNTHETIC OR RECONSTRUCTED DIAMONDS, UNWORKED OR SIMPLY SAWN OR ROUGHLY SHAPED",1061656,225309,GM,4.712,269185,210180,25.36
2023-09,7104210000,synthetic diamond (unworked),restricted,"SYNTHETIC OR RECONSTRUCTED DIAMONDS, UNWORKED OR SIMPLY SAWN OR ROUGHLY SHAPED",1082744,173655,GM,6.235,201873,144479,18.64
2023-10,7104210000,synthetic diamond (unworked),restricted,"SYNTHETIC OR RECONSTRUCTED DIAMONDS, UNWORKED OR SIMPLY SAWN OR ROUGHLY SHAPED",1641918,209342,GM,7.8432,216500,176910,13.19
2023-11,7104210000,synthetic diamond (unworked),restricted,"SYNTHETIC OR RECONSTRUCTED DIAMONDS, UNWORKED OR SIMPLY SAWN OR ROUGHLY SHAPED",1169321,133302,GM,8.772,205299,120040,17.56
2023-12,7104210000,synthetic diamond (unworked),restricted,"SYNTHETIC OR RECONSTRUCTED DIAMONDS, UNWORKED OR SIMPLY SAWN OR ROUGHLY SHAPED",1115897,182547,GM,6.1129,224612,172074,20.13
2024-01,7104210000,synthetic diamond (unworked),restricted,"SYNTHETIC OR RECONSTRUCTED DIAMONDS, UNWORKED OR SIMPLY SAWN OR ROUGHLY SHAPED",1368909,74600,GM,18.35,103603,53174,7.57
