"US general imports, monthly, HS10 line items. Source: US Census Bureau international trade API (api.census.gov), pulled 2026-09. Unit value = customs value / quantity. Customs value excludes duty, freight and insurance.",,,,,,,,,,,
month,hts10,commodity,group,census_description,customs_value_usd,quantity,unit,unit_value_usd_per_unit,china_value_usd,china_quantity,china_share_of_value_pct
2026-07,2529220000,fluorspar (>97%),control (never restricted),FLUORSPAR CONTAINING BY WEIGHT MORE THAN 97 PERCENT OF CALCIUM FLUORIDE,27185442,55003,T,494.2538,,,
2023-01,2519901000,fused magnesia,control (never restricted),"MAGNESIA, FUSED AND DEAD-BURNED (SINTERED)",27906962,31665819,KG,0.8813,,,
2023-02,2519901000,fused magnesia,control (never restricted),"MAGNESIA, FUSED AND DEAD-BURNED (SINTERED)",35379832,54965127,KG,0.6437,,,
2023-03,2519901000,fused magnesia,control (never restricted),"MAGNESIA, FUSED AND DEAD-BURNED (SINTERED)",7822965,9636042,KG,0.8118,,,
2023-04,2519901000,fused magnesia,control (never restricted),"MAGNESIA, FUSED AND DEAD-BURNED (SINTERED)",7034594,12372005,KG,0.5686,,,
2023-05,2519901000,fused magnesia,control (never restricted),"MAGNESIA, FUSED AND DEAD-BURNED (SINTERED)",11306324,25063148,KG,0.4511,,,
2023-06,2519901000,fused magnesia,control (never restricted),"MAGNESIA, FUSED AND DEAD-BURNED (SINTERED)",9017068,14821195,KG,0.6084,,,
2023-07,2519901000,fused magnesia,control (never restricted),"MAGNESIA, FUSED AND DEAD-BURNED (SINTERED)",5568663,5727956,KG,0.9722,,,
2023-08,2519901000,fused magnesia,control (never restricted),"MAGNESIA, FUSED AND DEAD-BURNED (SINTERED)",10872228,29296508,KG,0.3711,,,
2023-09,2519901000,fused magnesia,control (never restricted),"MAGNESIA, FUSED AND DEAD-BURNED (SINTERED)",4726802,6181323,KG,0.7647,,,
2023-10,2519901000,fused magnesia,control (never restricted),"MAGNESIA, FUSED AND DEAD-BURNED (SINTERED)",9997569,14002853,KG,0.714,,,
2023-11,2519901000,fused magnesia,control (never restricted),"MAGNESIA, FUSED AND DEAD-BURNED (SINTERED)",3179576,3194539,KG,0.9953,,,
2023-12,2519901000,fused magnesia,control (never restricted),"MAGNESIA, FUSED AND DEAD-BURNED (SINTERED)",13031039,28916879,KG,0.4506,,,
2024-01,2519901000,fused magnesia,control (never restricted),"MAGNESIA, FUSED AND DEAD-BURNED (SINTERED)",6980834,4951338,KG,1.4099,,,
2024-02,2519901000,fused magnesia,control (never restricted),"MAGNESIA, FUSED AND DEAD-BURNED (SINTERED)",9514253,17037350,KG,0.5584,,,
2024-03,2519901000,fused magnesia,control (never restricted),"MAGNESIA, FUSED AND DEAD-BURNED (SINTERED)",16542141,24421954,KG,0.6773,,,
2024-04,2519901000,fused magnesia,control (never restricted),"MAGNESIA, FUSED AND DEAD-BURNED (SINTERED)",5858588,8091702,KG,0.724,,,
2024-05,2519901000,fused magnesia,control (never restricted),"MAGNESIA, FUSED AND DEAD-BURNED (SINTERED)",10104702,19172615,KG,0.527,,,
2024-06,2519901000,fused magnesia,control (never restricted),"MAGNESIA, FUSED AND DEAD-BURNED (SINTERED)",11999929,11098287,KG,1.0812,,,
2024-07,2519901000,fused magnesia,control (never restricted),"MAGNESIA, FUSED AND DEAD-BURNED (SINTERED)",7480588,12165636,KG,0.6149,,,
2024-08,2519901000,fused magnesia,control (never restricted),"MAGNESIA, FUSED AND DEAD-BURNED (SINTERED)",10252034,20302899,KG,0.505,,,
2024-09,2519901000,fused magnesia,control (never restricted),"MAGNESIA, FUSED AND DEAD-BURNED (SINTERED)",12173812,14072067,KG,0.8651,,,
2024-10,2519901000,fused magnesia,control (never restricted),"MAGNESIA, FUSED AND DEAD-BURNED (SINTERED)",8730569,5898173,KG,1.4802,,,
2024-11,2519901000,fused magnesia,control (never restricted),"MAGNESIA, FUSED AND DEAD-BURNED (SINTERED)",8569970,11833038,KG,0.7242,,,
2024-12,2519901000,fused magnesia,control (never restricted),"MAGNESIA, FUSED AND DEAD-BURNED (SINTERED)",6447655,10322121,KG,0.6246,,,
2025-01,2519901000,fused magnesia,control (never restricted),"MAGNESIA, FUSED AND DEAD-BURNED (SINTERED)",4304742,2949855,KG,1.4593,,,
2025-02,2519901000,fused magnesia,control (never restricted),"MAGNESIA, FUSED AND DEAD-BURNED (SINTERED)",8731507,15082484,KG,0.5789,,,
2025-03,2519901000,fused magnesia,control (never restricted),"MAGNESIA, FUSED AND DEAD-BURNED (SINTERED)",12702747,16855273,KG,0.7536,,,
2025-04,2519901000,fused magnesia,control (never restricted),"MAGNESIA, FUSED AND DEAD-BURNED (SINTERED)",4962768,8912968,KG,0.5568,,,
2025-05,2519901000,fused magnesia,control (never restricted),"MAGNESIA, FUSED AND DEAD-BURNED (SINTERED)",10624356,19312111,KG,0.5501,,,
2025-06,2519901000,fused magnesia,control (never restricted),"MAGNESIA, FUSED AND DEAD-BURNED (SINTERED)",8828686,13751659,KG,0.642,,,
2025-07,2519901000,fused magnesia,control (never restricted),"MAGNESIA, FUSED AND DEAD-BURNED (SINTERED)",18064983,40254980,KG,0.4488,,,
2025-08,2519901000,fused magnesia,control (never restricted),"MAGNESIA, FUSED AND DEAD-BURNED (SINTERED)",12298655,21567811,KG,0.5702,,,
2025-09,2519901000,fused magnesia,control (never restricted),"MAGNESIA, FUSED AND DEAD-BURNED (SINTERED)",9892039,20187650,KG,0.49,,,
2025-10,2519901000,fused magnesia,control (never restricted),"MAGNESIA, FUSED AND DEAD-BURNED (SINTERED)",4135696,4950249,KG,0.8355,,,
2025-11,2519901000,fused magnesia,control (never restricted),"MAGNESIA, FUSED AND DEAD-BURNED (SINTERED)",13699758,24334614,KG,0.563,,,
2025-12,2519901000,fused magnesia,control (never restricted),"MAGNESIA, FUSED AND DEAD-BURNED (SINTERED)",15802192,34987543,KG,0.4517,,,
2026-01,2519901000,fused magnesia,control (never restricted),"MAGNESIA, FUSED AND DEAD-BURNED (SINTERED)",18960328,37358037,KG,0.5075,,,
2026-02,2519901000,fused magnesia,control (never restricted),"MAGNESIA, FUSED AND DEAD-BURNED (SINTERED)",5935770,5046522,KG,1.1762,,,
2026-03,2519901000,fused magnesia,control (never restricted),"MAGNESIA, FUSED AND DEAD-BURNED (SINTERED)",15402658,19069386,KG,0.8077,,,
2026-04,2519901000,fused magnesia,control (never restricted),"MAGNESIA, FUSED AND DEAD-BURNED (SINTERED)",6220632,7184356,KG,0.8659,,,
2026-05,2519901000,fused magnesia,control (never restricted),"MAGNESIA, FUSED AND DEAD-BURNED (SINTERED)",5611649,5403800,KG,1.0385,,,
2026-06,2519901000,fused magnesia,control (never restricted),"MAGNESIA, FUSED AND DEAD-BURNED (SINTERED)",23113362,31864288,KG,0.7254,,,
2026-07,2519901000,fused magnesia,control (never restricted),"MAGNESIA, FUSED AND DEAD-BURNED (SINTERED)",23495849,46372162,KG,0.5067,,,
2023-01,8104110000,magnesium (>=99.8%),control (never restricted),"UNWROUGHT MAGNESIUM, CONTAINING AT LEAST 99.8 PERCENT BY WEIGHT OF MAGNESIUM",25728166,277622,KG,92.6734,,,
2023-02,8104110000,magnesium (>=99.8%),control (never restricted),"UNWROUGHT MAGNESIUM, CONTAINING AT LEAST 99.8 PERCENT BY WEIGHT OF MAGNESIUM",18366358,513980,KG,35.7336,,,
2023-03,8104110000,magnesium (>=99.8%),control (never restricted),"UNWROUGHT MAGNESIUM, CONTAINING AT LEAST 99.8 PERCENT BY WEIGHT OF MAGNESIUM",31301662,686674,KG,45.5845,,,
2023-04,8104110000,magnesium (>=99.8%),control (never restricted),"UNWROUGHT MAGNESIUM, CONTAINING AT LEAST 99.8 PERCENT BY WEIGHT OF MAGNESIUM",22107457,395236,KG,55.9348,,,
2023-05,8104110000,magnesium (>=99.8%),control (never restricted),"UNWROUGHT MAGNESIUM, CONTAINING AT LEAST 99.8 PERCENT BY WEIGHT OF MAGNESIUM",30195898,171598,KG,175.9688,,,
2023-06,8104110000,magnesium (>=99.8%),control (never restricted),"UNWROUGHT MAGNESIUM, CONTAINING AT LEAST 99.8 PERCENT BY WEIGHT OF MAGNESIUM",27178647,752532,KG,36.1163,,,
2023-07,8104110000,magnesium (>=99.8%),control (never restricted),"UNWROUGHT MAGNESIUM, CONTAINING AT LEAST 99.8 PERCENT BY WEIGHT OF MAGNESIUM",24932218,575506,KG,43.3223,,,
2023-08,8104110000,magnesium (>=99.8%),control (never restricted),"UNWROUGHT MAGNESIUM, CONTAINING AT LEAST 99.8 PERCENT BY WEIGHT OF MAGNESIUM",22742717,236865,KG,96.0155,,,
2023-09,8104110000,magnesium (>=99.8%),control (never restricted),"UNWROUGHT MAGNESIUM, CONTAINING AT LEAST 99.8 PERCENT BY WEIGHT OF MAGNESIUM",19114880,108600,KG,176.0118,,,
2023-10,8104110000,magnesium (>=99.8%),control (never restricted),"UNWROUGHT MAGNESIUM, CONTAINING AT LEAST 99.8 PERCENT BY WEIGHT OF MAGNESIUM",15470131,619365,KG,24.9774,,,
2023-11,8104110000,magnesium (>=99.8%),control (never restricted),"UNWROUGHT MAGNESIUM, CONTAINING AT LEAST 99.8 PERCENT BY WEIGHT OF MAGNESIUM",15992326,524934,KG,30.4654,,,
2023-12,8104110000,magnesium (>=99.8%),control (never restricted),"UNWROUGHT MAGNESIUM, CONTAINING AT LEAST 99.8 PERCENT BY WEIGHT OF MAGNESIUM",32230549,719293,KG,44.8087,,,
2024-01,8104110000,magnesium (>=99.8%),control (never restricted),"UNWROUGHT MAGNESIUM, CONTAINING AT LEAST 99.8 PERCENT BY WEIGHT OF MAGNESIUM",21946209,148056,KG,148.2291,,,
2024-02,8104110000,magnesium (>=99.8%),control (never restricted),"UNWROUGHT MAGNESIUM, CONTAINING AT LEAST 99.8 PERCENT BY WEIGHT OF MAGNESIUM",11923730,200655,KG,59.424,,,
2024-03,8104110000,magnesium (>=99.8%),control (never restricted),"UNWROUGHT MAGNESIUM, CONTAINING AT LEAST 99.8 PERCENT BY WEIGHT OF MAGNESIUM",11276880,207136,KG,54.4419,,,
2024-04,8104110000,magnesium (>=99.8%),control (never restricted),"UNWROUGHT MAGNESIUM, CONTAINING AT LEAST 99.8 PERCENT BY WEIGHT OF MAGNESIUM",7977250,237722,KG,33.5571,,,
2024-05,8104110000,magnesium (>=99.8%),control (never restricted),"UNWROUGHT MAGNESIUM, CONTAINING AT LEAST 99.8 PERCENT BY WEIGHT OF MAGNESIUM",13217287,223492,KG,59.1399,,,
2024-06,8104110000,magnesium (>=99.8%),control (never restricted),"UNWROUGHT MAGNESIUM, CONTAINING AT LEAST 99.8 PERCENT BY WEIGHT OF MAGNESIUM",12614330,107441,KG,117.407,,,
2024-07,8104110000,magnesium (>=99.8%),control (never restricted),"UNWROUGHT MAGNESIUM, CONTAINING AT LEAST 99.8 PERCENT BY WEIGHT OF MAGNESIUM",11425095,127243,KG,89.7896,,,
2024-08,8104110000,magnesium (>=99.8%),control (never restricted),"UNWROUGHT MAGNESIUM, CONTAINING AT LEAST 99.8 PERCENT BY WEIGHT OF MAGNESIUM",11104783,252014,KG,44.0642,,,
2024-09,8104110000,magnesium (>=99.8%),control (never restricted),"UNWROUGHT MAGNESIUM, CONTAINING AT LEAST 99.8 PERCENT BY WEIGHT OF MAGNESIUM",9530706,323397,KG,29.4706,,,
2024-10,8104110000,magnesium (>=99.8%),control (never restricted),"UNWROUGHT MAGNESIUM, CONTAINING AT LEAST 99.8 PERCENT BY WEIGHT OF MAGNESIUM",6331336,58571,KG,108.0968,,,
2024-11,8104110000,magnesium (>=99.8%),control (never restricted),"UNWROUGHT MAGNESIUM, CONTAINING AT LEAST 99.8 PERCENT BY WEIGHT OF MAGNESIUM",13052700,358243,KG,36.4353,,,
2024-12,8104110000,magnesium (>=99.8%),control (never restricted),"UNWROUGHT MAGNESIUM, CONTAINING AT LEAST 99.8 PERCENT BY WEIGHT OF MAGNESIUM",7594780,142641,KG,53.244,,,
2025-01,8104110000,magnesium (>=99.8%),control (never restricted),"UNWROUGHT MAGNESIUM, CONTAINING AT LEAST 99.8 PERCENT BY WEIGHT OF MAGNESIUM",13201220,258877,KG,50.9942,,,
2025-02,8104110000,magnesium (>=99.8%),control (never restricted),"UNWROUGHT MAGNESIUM, CONTAINING AT LEAST 99.8 PERCENT BY WEIGHT OF MAGNESIUM",3451696,71144,KG,48.517,,,
2025-03,8104110000,magnesium (>=99.8%),control (never restricted),"UNWROUGHT MAGNESIUM, CONTAINING AT LEAST 99.8 PERCENT BY WEIGHT OF MAGNESIUM",9274896,167496,KG,55.3738,,,
2025-04,8104110000,magnesium (>=99.8%),control (never restricted),"UNWROUGHT MAGNESIUM, CONTAINING AT LEAST 99.8 PERCENT BY WEIGHT OF MAGNESIUM",15724560,222530,KG,70.6627,,,
2025-05,8104110000,magnesium (>=99.8%),control (never restricted),"UNWROUGHT MAGNESIUM, CONTAINING AT LEAST 99.8 PERCENT BY WEIGHT OF MAGNESIUM",6557322,197772,KG,33.156,,,
2025-06,8104110000,magnesium (>=99.8%),control (never restricted),"UNWROUGHT MAGNESIUM, CONTAINING AT LEAST 99.8 PERCENT BY WEIGHT OF MAGNESIUM",7199999,255575,KG,28.1718,,,
2025-07,8104110000,magnesium (>=99.8%),control (never restricted),"UNWROUGHT MAGNESIUM, CONTAINING AT LEAST 99.8 PERCENT BY WEIGHT OF MAGNESIUM",12323608,321601,KG,38.3196,,,
2025-08,8104110000,magnesium (>=99.8%),control (never restricted),"UNWROUGHT MAGNESIUM, CONTAINING AT LEAST 99.8 PERCENT BY WEIGHT OF MAGNESIUM",11891248,329469,KG,36.0922,,,
2025-09,8104110000,magnesium (>=99.8%),control (never restricted),"UNWROUGHT MAGNESIUM, CONTAINING AT LEAST 99.8 PERCENT BY WEIGHT OF MAGNESIUM",8313922,104754,KG,79.3662,,,
2025-10,8104110000,magnesium (>=99.8%),control (never restricted),"UNWROUGHT MAGNESIUM, CONTAINING AT LEAST 99.8 PERCENT BY WEIGHT OF MAGNESIUM",9817525,292747,KG,33.5359,,,
2025-11,8104110000,magnesium (>=99.8%),control (never restricted),"UNWROUGHT MAGNESIUM, CONTAINING AT LEAST 99.8 PERCENT BY WEIGHT OF MAGNESIUM",4675241,137628,KG,33.9701,,,
2025-12,8104110000,magnesium (>=99.8%),control (never restricted),"UNWROUGHT MAGNESIUM, CONTAINING AT LEAST 99.8 PERCENT BY WEIGHT OF MAGNESIUM",10367631,248572,KG,41.7088,,,
2026-01,8104110000,magnesium (>=99.8%),control (never restricted),"UNWROUGHT MAGNESIUM, CONTAINING AT LEAST 99.8 PERCENT BY WEIGHT OF MAGNESIUM",7061325,529455,KG,13.337,,,
2026-02,8104110000,magnesium (>=99.8%),control (never restricted),"UNWROUGHT MAGNESIUM, CONTAINING AT LEAST 99.8 PERCENT BY WEIGHT OF MAGNESIUM",7937792,166697,KG,47.6181,,,
2026-03,8104110000,magnesium (>=99.8%),control (never restricted),"UNWROUGHT MAGNESIUM, CONTAINING AT LEAST 99.8 PERCENT BY WEIGHT OF MAGNESIUM",6849158,158203,KG,43.2935,,,
2026-04,8104110000,magnesium (>=99.8%),control (never restricted),"UNWROUGHT MAGNESIUM, CONTAINING AT LEAST 99.8 PERCENT BY WEIGHT OF MAGNESIUM",5846539,89847,KG,65.0722,,,
2026-05,8104110000,magnesium (>=99.8%),control (never restricted),"UNWROUGHT MAGNESIUM, CONTAINING AT LEAST 99.8 PERCENT BY WEIGHT OF MAGNESIUM",9947493,241771,KG,41.1443,,,
2026-06,8104110000,magnesium (>=99.8%),control (never restricted),"UNWROUGHT MAGNESIUM, CONTAINING AT LEAST 99.8 PERCENT BY WEIGHT OF MAGNESIUM",8900736,235036,KG,37.8697,,,
2026-07,8104110000,magnesium (>=99.8%),control (never restricted),"UNWROUGHT MAGNESIUM, CONTAINING AT LEAST 99.8 PERCENT BY WEIGHT OF MAGNESIUM",13583929,406356,KG,33.4286,,,
2023-01,7502100000,nickel (not alloyed),control (never restricted),"NICKEL, UNWROUGHT, NOT ALLOYED",182748206,6707122,KG,27.2469,,,
2023-02,7502100000,nickel (not alloyed),control (never restricted),"NICKEL, UNWROUGHT, NOT ALLOYED",233760630,8185898,KG,28.5565,,,
2023-03,7502100000,nickel (not alloyed),control (never restricted),"NICKEL, UNWROUGHT, NOT ALLOYED",238506716,8917911,KG,26.7447,,,
2023-04,7502100000,nickel (not alloyed),control (never restricted),"NICKEL, UNWROUGHT, NOT ALLOYED",239893836,9567285,KG,25.0744,,,
2023-05,7502100000,nickel (not alloyed),control (never restricted),"NICKEL, UNWROUGHT, NOT ALLOYED",199202125,8024719,KG,24.8236,,,
2023-06,7502100000,nickel (not alloyed),control (never restricted),"NICKEL, UNWROUGHT, NOT ALLOYED",176828968,7545225,KG,23.4359,,,
2023-07,7502100000,nickel (not alloyed),control (never restricted),"NICKEL, UNWROUGHT, NOT ALLOYED",158154135,7063050,KG,22.3918,,,
2023-08,7502100000,nickel (not alloyed),control (never restricted),"NICKEL, UNWROUGHT, NOT ALLOYED",167801820,7630741,KG,21.9902,,,
2023-09,7502100000,nickel (not alloyed),control (never restricted),"NICKEL, UNWROUGHT, NOT ALLOYED",164030922,7598305,KG,21.5878,,,
2023-10,7502100000,nickel (not alloyed),control (never restricted),"NICKEL, UNWROUGHT, NOT ALLOYED",161266032,7655482,KG,21.0654,,,
2023-11,7502100000,nickel (not alloyed),control (never restricted),"NICKEL, UNWROUGHT, NOT ALLOYED",181911743,9362410,KG,19.43,,,
2023-12,7502100000,nickel (not alloyed),control (never restricted),"NICKEL, UNWROUGHT, NOT ALLOYED",102846005,5566871,KG,18.4747,,,
2024-01,7502100000,nickel (not alloyed),control (never restricted),"NICKEL, UNWROUGHT, NOT ALLOYED",116720381,6495632,KG,17.9691,,,
2024-02,7502100000,nickel (not alloyed),control (never restricted),"NICKEL, UNWROUGHT, NOT ALLOYED",85904018,4941160,KG,17.3854,,,
2024-03,7502100000,nickel (not alloyed),control (never restricted),"NICKEL, UNWROUGHT, NOT ALLOYED",110961756,6404421,KG,17.3258,,,
2024-04,7502100000,nickel (not alloyed),control (never restricted),"NICKEL, UNWROUGHT, NOT ALLOYED",104601289,5902269,KG,17.7222,,,
2024-05,7502100000,nickel (not alloyed),control (never restricted),"NICKEL, UNWROUGHT, NOT ALLOYED",106483689,5727312,KG,18.5923,,,
2024-06,7502100000,nickel (not alloyed),control (never restricted),"NICKEL, UNWROUGHT, NOT ALLOYED",106445346,5750057,KG,18.5121,,,
2024-07,7502100000,nickel (not alloyed),control (never restricted),"NICKEL, UNWROUGHT, NOT ALLOYED",159654011,8898103,KG,17.9425,,,
2024-08,7502100000,nickel (not alloyed),control (never restricted),"NICKEL, UNWROUGHT, NOT ALLOYED",146634449,8454640,KG,17.3437,,,
2024-09,7502100000,nickel (not alloyed),control (never restricted),"NICKEL, UNWROUGHT, NOT ALLOYED",132556517,8031437,KG,16.5047,,,
2024-10,7502100000,nickel (not alloyed),control (never restricted),"NICKEL, UNWROUGHT, NOT ALLOYED",88718519,5165450,KG,17.1754,,,
2024-11,7502100000,nickel (not alloyed),control (never restricted),"NICKEL, UNWROUGHT, NOT ALLOYED",120055915,7116574,KG,16.8699,,,
2024-12,7502100000,nickel (not alloyed),control (never restricted),"NICKEL, UNWROUGHT, NOT ALLOYED",134393250,8114773,KG,16.5616,,,
2025-01,7502100000,nickel (not alloyed),control (never restricted),"NICKEL, UNWROUGHT, NOT ALLOYED",115314967,7031093,KG,16.4007,,,
2025-02,7502100000,nickel (not alloyed),control (never restricted),"NICKEL, UNWROUGHT, NOT ALLOYED",117890747,7426115,KG,15.8752,,,
2025-03,7502100000,nickel (not alloyed),control (never restricted),"NICKEL, UNWROUGHT, NOT ALLOYED",136027278,8433667,KG,16.1291,,,
2025-04,7502100000,nickel (not alloyed),control (never restricted),"NICKEL, UNWROUGHT, NOT ALLOYED",153162423,9715185,KG,15.7653,,,
2025-05,7502100000,nickel (not alloyed),control (never restricted),"NICKEL, UNWROUGHT, NOT ALLOYED",98699747,6119464,KG,16.1288,,,
2025-06,7502100000,nickel (not alloyed),control (never restricted),"NICKEL, UNWROUGHT, NOT ALLOYED",95735833,5993627,KG,15.9729,,,
2025-07,7502100000,nickel (not alloyed),control (never restricted),"NICKEL, UNWROUGHT, NOT ALLOYED",91758382,5844021,KG,15.7012,,,
2025-08,7502100000,nickel (not alloyed),control (never restricted),"NICKEL, UNWROUGHT, NOT ALLOYED",83858483,5300873,KG,15.8197,,,
2025-09,7502100000,nickel (not alloyed),control (never restricted),"NICKEL, UNWROUGHT, NOT ALLOYED",114600868,7340855,KG,15.6114,,,
2025-10,7502100000,nickel (not alloyed),control (never restricted),"NICKEL, UNWROUGHT, NOT ALLOYED",88265433,5565577,KG,15.8592,,,
2025-11,7502100000,nickel (not alloyed),control (never restricted),"NICKEL, UNWROUGHT, NOT ALLOYED",88069875,5611605,KG,15.6942,,,
2025-12,7502100000,nickel (not alloyed),control (never restricted),"NICKEL, UNWROUGHT, NOT ALLOYED",82268037,5352163,KG,15.371,,,
2026-01,7502100000,nickel (not alloyed),control (never restricted),"NICKEL, UNWROUGHT, NOT ALLOYED",110245394,7056802,KG,15.6226,,,
2026-02,7502100000,nickel (not alloyed),control (never restricted),"NICKEL, UNWROUGHT, NOT ALLOYED",126679362,7538033,KG,16.8054,,,
2026-03,7502100000,nickel (not alloyed),control (never restricted),"NICKEL, UNWROUGHT, NOT ALLOYED",143680031,8540151,KG,16.8241,,,
2026-04,7502100000,nickel (not alloyed),control (never restricted),"NICKEL, UNWROUGHT, NOT ALLOYED",100900981,5884738,KG,17.1462,,,
2026-05,7502100000,nickel (not alloyed),control (never restricted),"NICKEL, UNWROUGHT, NOT ALLOYED",102184812,5807022,KG,17.5968,,,
2026-06,7502100000,nickel (not alloyed),control (never restricted),"NICKEL, UNWROUGHT, NOT ALLOYED",94563987,5173680,KG,18.2779,,,
2026-07,7502100000,nickel (not alloyed),control (never restricted),"NICKEL, UNWROUGHT, NOT ALLOYED",126912887,6935237,KG,18.2997,,,
2023-01,2510100000,phosphate rock,control (never restricted),"NATURAL CALCIUM PHOSPHATES, NATURAL ALUMINUM CALCIUM PHOSPHATES AND PHOSPHATIC CHALK, UNGROUND",43401511,263034,T,165.0034,,,
2023-02,2510100000,phosphate rock,control (never restricted),"NATURAL CALCIUM PHOSPHATES, NATURAL ALUMINUM CALCIUM PHOSPHATES AND PHOSPHATIC CHALK, UNGROUND",34350378,211203,T,162.6415,,,
2023-03,2510100000,phosphate rock,control (never restricted),"NATURAL CALCIUM PHOSPHATES, NATURAL ALUMINUM CALCIUM PHOSPHATES AND PHOSPHATIC CHALK, UNGROUND",37123458,240501,T,154.3589,,,
2023-04,2510100000,phosphate rock,control (never restricted),"NATURAL CALCIUM PHOSPHATES, NATURAL ALUMINUM CALCIUM PHOSPHATES AND PHOSPHATIC CHALK, UNGROUND",31651026,208657,T,151.6893,,,
2023-05,2510100000,phosphate rock,control (never restricted),"NATURAL CALCIUM PHOSPHATES, NATURAL ALUMINUM CALCIUM PHOSPHATES AND PHOSPHATIC CHALK, UNGROUND",28328964,204067,T,138.8219,,,
2023-06,2510100000,phosphate rock,control (never restricted),"NATURAL CALCIUM PHOSPHATES, NATURAL ALUMINUM CALCIUM PHOSPHATES AND PHOSPHATIC CHALK, UNGROUND",27877200,183482,T,151.9342,,,
2023-07,2510100000,phosphate rock,control (never restricted),"NATURAL CALCIUM PHOSPHATES, NATURAL ALUMINUM CALCIUM PHOSPHATES AND PHOSPHATIC CHALK, UNGROUND",25933284,273995,T,94.6487,,,
2023-08,2510100000,phosphate rock,control (never restricted),"NATURAL CALCIUM PHOSPHATES, NATURAL ALUMINUM CALCIUM PHOSPHATES AND PHOSPHATIC CHALK, UNGROUND",15605035,162131,T,96.2495,,,
2023-09,2510100000,phosphate rock,control (never restricted),"NATURAL CALCIUM PHOSPHATES, NATURAL ALUMINUM CALCIUM PHOSPHATES AND PHOSPHATIC CHALK, UNGROUND",34260050,333186,T,102.8256,,,
2023-10,2510100000,phosphate rock,control (never restricted),"NATURAL CALCIUM PHOSPHATES, NATURAL ALUMINUM CALCIUM PHOSPHATES AND PHOSPHATIC CHALK, UNGROUND",34933317,320466,T,109.0079,,,
2023-11,2510100000,phosphate rock,control (never restricted),"NATURAL CALCIUM PHOSPHATES, NATURAL ALUMINUM CALCIUM PHOSPHATES AND PHOSPHATIC CHALK, UNGROUND",11552519,101912,T,113.3578,,,
2023-12,2510100000,phosphate rock,control (never restricted),"NATURAL CALCIUM PHOSPHATES, NATURAL ALUMINUM CALCIUM PHOSPHATES AND PHOSPHATIC CHALK, UNGROUND",11346123,98562,T,115.1166,,,
2024-01,2510100000,phosphate rock,control (never restricted),"NATURAL CALCIUM PHOSPHATES, NATURAL ALUMINUM CALCIUM PHOSPHATES AND PHOSPHATIC CHALK, UNGROUND",30844012,268087,T,115.0522,,,
2024-02,2510100000,phosphate rock,control (never restricted),"NATURAL CALCIUM PHOSPHATES, NATURAL ALUMINUM CALCIUM PHOSPHATES AND PHOSPHATIC CHALK, UNGROUND",34339128,307470,T,111.6829,,,
2024-03,2510100000,phosphate rock,control (never restricted),"NATURAL CALCIUM PHOSPHATES, NATURAL ALUMINUM CALCIUM PHOSPHATES AND PHOSPHATIC CHALK, UNGROUND",34100721,309279,T,110.2588,,,
2024-04,2510100000,phosphate rock,control (never restricted),"NATURAL CALCIUM PHOSPHATES, NATURAL ALUMINUM CALCIUM PHOSPHATES AND PHOSPHATIC CHALK, UNGROUND",31559875,281513,T,112.1081,,,
2024-05,2510100000,phosphate rock,control (never restricted),"NATURAL CALCIUM PHOSPHATES, NATURAL ALUMINUM CALCIUM PHOSPHATES AND PHOSPHATIC CHALK, UNGROUND",32263778,291137,T,110.8199,,,
2024-06,2510100000,phosphate rock,control (never restricted),"NATURAL CALCIUM PHOSPHATES, NATURAL ALUMINUM CALCIUM PHOSPHATES AND PHOSPHATIC CHALK, UNGROUND",27222808,253054,T,107.5771,,,
2024-07,2510100000,phosphate rock,control (never restricted),"NATURAL CALCIUM PHOSPHATES, NATURAL ALUMINUM CALCIUM PHOSPHATES AND PHOSPHATIC CHALK, UNGROUND",34061093,320996,T,106.1106,,,
2024-08,2510100000,phosphate rock,control (never restricted),"NATURAL CALCIUM PHOSPHATES, NATURAL ALUMINUM CALCIUM PHOSPHATES AND PHOSPHATIC CHALK, UNGROUND",33665714,306320,T,109.9037,,,
2024-09,2510100000,phosphate rock,control (never restricted),"NATURAL CALCIUM PHOSPHATES, NATURAL ALUMINUM CALCIUM PHOSPHATES AND PHOSPHATIC CHALK, UNGROUND",18759385,167938,T,111.7042,,,
2024-10,2510100000,phosphate rock,control (never restricted),"NATURAL CALCIUM PHOSPHATES, NATURAL ALUMINUM CALCIUM PHOSPHATES AND PHOSPHATIC CHALK, UNGROUND",34075639,330848,T,102.9948,,,
2024-11,2510100000,phosphate rock,control (never restricted),"NATURAL CALCIUM PHOSPHATES, NATURAL ALUMINUM CALCIUM PHOSPHATES AND PHOSPHATIC CHALK, UNGROUND",25923886,274310,T,94.5058,,,
2024-12,2510100000,phosphate rock,control (never restricted),"NATURAL CALCIUM PHOSPHATES, NATURAL ALUMINUM CALCIUM PHOSPHATES AND PHOSPHATIC CHALK, UNGROUND",27107317,279553,T,96.9666,,,
2025-01,2510100000,phosphate rock,control (never restricted),"NATURAL CALCIUM PHOSPHATES, NATURAL ALUMINUM CALCIUM PHOSPHATES AND PHOSPHATIC CHALK, UNGROUND",30634092,306818,T,99.8445,,,
