exam_id,cutoff,commodity,query,relevant_count,total_count,note,fetched_at
C,2024-08-14,iron and steel slag,"""steel slag"" AND (mining OR supply OR production OR export OR smelter OR refinery)",31,6333804,ok,2026-08-07T01:14:24
C,2024-08-14,iron ore,"""iron ore"" AND (mining OR supply OR production OR export OR smelter OR refinery)",1919,6333804,ok,2026-08-07T01:14:59
C,2024-08-14,iron oxide pigments,"""iron oxide"" AND (mining OR supply OR production OR export OR smelter OR refinery)",144,6333804,ok,2026-08-07T01:15:23
C,2024-08-14,kyanite,kyanite AND (mining OR supply OR production OR export OR smelter OR refinery),5,6333804,ok,2026-08-07T01:15:45
C,2024-08-14,lead,lead AND (mining OR supply OR production OR export OR smelter OR refinery),96612,6333804,ok,2026-08-07T01:16:30
C,2024-08-14,lime,lime AND (mining OR supply OR production OR export OR smelter OR refinery),1720,6333804,ok,2026-08-07T01:16:50
C,2024-08-14,lithium,lithium AND (mining OR supply OR production OR export OR smelter OR refinery),11279,6333804,ok,2026-08-07T01:17:24
C,2024-08-14,magnesium compounds,"""magnesium compounds"" AND (mining OR supply OR production OR export OR smelter OR refinery)",8,6333804,ok,2026-08-07T01:17:56
C,2024-08-14,magnesium metal,magnesium AND (mining OR supply OR production OR export OR smelter OR refinery),1193,6333804,ok,2026-08-07T01:18:24
C,2024-08-14,manganese,manganese AND (mining OR supply OR production OR export OR smelter OR refinery),1211,6333804,ok,2026-08-07T01:18:55
C,2024-08-14,mercury,mercury AND (mining OR supply OR production OR export OR smelter OR refinery),2858,6333804,ok,2026-08-07T01:19:25
C,2024-08-14,mica (natural),mica AND (mining OR supply OR production OR export OR smelter OR refinery),325,6333804,ok,2026-08-07T01:19:54
C,2024-08-14,molybdenum,molybdenum AND (mining OR supply OR production OR export OR smelter OR refinery),662,6333804,ok,2026-08-07T01:20:24
C,2024-08-14,nickel,nickel AND (mining OR supply OR production OR export OR smelter OR refinery),5559,6333804,ok,2026-08-07T01:20:51
C,2024-08-14,niobium,niobium AND (mining OR supply OR production OR export OR smelter OR refinery),190,6333804,ok,2026-08-07T01:21:22
C,2024-08-14,nitrogen (fixed)-ammonia,ammonia AND (mining OR supply OR production OR export OR smelter OR refinery),2026,6333804,ok,2026-08-07T01:21:49
C,2024-08-14,peat,peat AND (mining OR supply OR production OR export OR smelter OR refinery),591,6333804,ok,2026-08-07T01:22:28
C,2024-08-14,perlite,perlite AND (mining OR supply OR production OR export OR smelter OR refinery),71,6333804,ok,2026-08-07T01:22:49
C,2024-08-14,phosphate rock,"""phosphate rock"" AND (mining OR supply OR production OR export OR smelter OR refinery)",56,6333804,ok,2026-08-07T01:23:29
C,2024-08-14,platinum-group metals,(platinum OR palladium) AND (mining OR supply OR production OR export OR smelter OR refinery),3704,6333804,ok,2026-08-07T01:23:51
C,2024-08-14,potash,potash AND (mining OR supply OR production OR export OR smelter OR refinery),473,6333804,ok,2026-08-07T01:24:24
C,2024-08-14,pumice and pumicite,pumice AND (mining OR supply OR production OR export OR smelter OR refinery),378,6333804,ok,2026-08-07T01:24:48
C,2024-08-14,quartz crystal (industrial),"""quartz crystal"" AND (mining OR supply OR production OR export OR smelter OR refinery)",20,6333804,ok,2026-08-07T01:25:28
C,2024-08-14,rare earths,"""rare earth"" AND (mining OR supply OR production OR export OR smelter OR refinery)",1796,6333804,ok,2026-08-07T01:25:49
C,2024-08-14,rhenium,rhenium AND (mining OR supply OR production OR export OR smelter OR refinery),73,6333804,ok,2026-08-07T01:26:21
C,2024-08-14,rubidium,rubidium AND (mining OR supply OR production OR export OR smelter OR refinery),70,6333804,ok,2026-08-07T01:26:47
C,2024-08-14,salt,salt AND (mining OR supply OR production OR export OR smelter OR refinery),9384,6333804,ok,2026-08-07T01:27:27
C,2024-08-14,sand and gravel,"""sand and gravel"" AND (mining OR supply OR production OR export OR smelter OR refinery)",153,6333804,ok,2026-08-07T01:28:00
C,2024-08-14,scandium,scandium AND (mining OR supply OR production OR export OR smelter OR refinery),84,6333804,ok,2026-08-07T01:28:20
C,2024-08-14,selenium,selenium AND (mining OR supply OR production OR export OR smelter OR refinery),253,6333804,ok,2026-08-07T01:28:57
C,2024-08-14,silicon,silicon AND (mining OR supply OR production OR export OR smelter OR refinery),9093,6333804,ok,2026-08-07T01:29:24
C,2024-08-14,silver,silver AND (mining OR supply OR production OR export OR smelter OR refinery),14523,6333804,ok,2026-08-07T01:29:52
C,2024-08-14,soda ash,"""soda ash"" AND (mining OR supply OR production OR export OR smelter OR refinery)",103,6333804,ok,2026-08-07T01:30:26
C,2024-08-14,stone,stone AND (mining OR supply OR production OR export OR smelter OR refinery),12816,6333804,ok,2026-08-07T01:30:53
C,2024-08-14,strontium,strontium AND (mining OR supply OR production OR export OR smelter OR refinery),77,6333804,ok,2026-08-07T01:31:15
C,2024-08-14,sulfur,sulfur AND (mining OR supply OR production OR export OR smelter OR refinery),1317,6333804,ok,2026-08-07T01:31:52
C,2024-08-14,talc and pyrophyllite,talc AND (mining OR supply OR production OR export OR smelter OR refinery),163,6333804,ok,2026-08-07T01:32:19
C,2024-08-14,tantalum,tantalum AND (mining OR supply OR production OR export OR smelter OR refinery),366,6333804,ok,2026-08-07T01:32:47
C,2024-08-14,tellurium,tellurium AND (mining OR supply OR production OR export OR smelter OR refinery),51,6333804,ok,2026-08-07T01:33:21
C,2024-08-14,thallium,thallium AND (mining OR supply OR production OR export OR smelter OR refinery),24,6333804,ok,2026-08-07T01:33:46
C,2024-08-14,thorium,thorium AND (mining OR supply OR production OR export OR smelter OR refinery),114,6333804,ok,2026-08-07T01:34:23
C,2024-08-14,tin,tin AND (mining OR supply OR production OR export OR smelter OR refinery),1833,6333804,ok,2026-08-07T01:34:48
C,2024-08-14,titanium,titanium AND (mining OR supply OR production OR export OR smelter OR refinery),1766,6333804,ok,2026-08-07T01:35:22
C,2024-08-14,tungsten,tungsten AND (mining OR supply OR production OR export OR smelter OR refinery),382,6333804,ok,2026-08-07T01:35:48
C,2024-08-14,vanadium,vanadium AND (mining OR supply OR production OR export OR smelter OR refinery),352,6333804,ok,2026-08-07T01:36:21
C,2024-08-14,vermiculite,vermiculite AND (mining OR supply OR production OR export OR smelter OR refinery),51,6333804,ok,2026-08-07T01:36:43
C,2024-08-14,wollastonite,wollastonite AND (mining OR supply OR production OR export OR smelter OR refinery),6,6333804,ok,2026-08-07T01:37:14
C,2024-08-14,yttrium,yttrium AND (mining OR supply OR production OR export OR smelter OR refinery),72,6333804,ok,2026-08-07T01:37:50
C,2024-08-14,zeolites (natural),zeolites AND (mining OR supply OR production OR export OR smelter OR refinery),72,6333804,ok,2026-08-07T01:38:22
C,2024-08-14,zinc,zinc AND (mining OR supply OR production OR export OR smelter OR refinery),2940,6333804,ok,2026-08-07T01:38:51
C,2024-08-14,zirconium,zirconium AND (mining OR supply OR production OR export OR smelter OR refinery),128,6333804,ok,2026-08-07T01:39:23
D,2025-01-31,abrasives (manufactured),abrasives AND (mining OR supply OR production OR export OR smelter OR refinery),107,6354836,ok,2026-08-07T01:40:06
D,2025-01-31,aluminum,aluminum AND (mining OR supply OR production OR export OR smelter OR refinery),5652,6354836,ok,2026-08-07T01:40:24
D,2025-01-31,antimony,antimony AND (mining OR supply OR production OR export OR smelter OR refinery),378,6354836,ok,2026-08-07T01:40:55
D,2025-01-31,arsenic,arsenic AND (mining OR supply OR production OR export OR smelter OR refinery),683,6354836,ok,2026-08-07T01:41:26
D,2025-01-31,asbestos,asbestos AND (mining OR supply OR production OR export OR smelter OR refinery),602,6354836,ok,2026-08-07T01:41:54
D,2025-01-31,barite,barite AND (mining OR supply OR production OR export OR smelter OR refinery),42,6354836,ok,2026-08-07T01:42:23
D,2025-01-31,bauxite and alumina,bauxite AND (mining OR supply OR production OR export OR smelter OR refinery),349,6354836,ok,2026-08-07T01:42:59
D,2025-01-31,beryllium,beryllium AND (mining OR supply OR production OR export OR smelter OR refinery),76,6354836,ok,2026-08-07T01:43:26
D,2025-01-31,bismuth,bismuth AND (mining OR supply OR production OR export OR smelter OR refinery),68,6354836,ok,2026-08-07T01:43:53
D,2025-01-31,boron,boron AND (mining OR supply OR production OR export OR smelter OR refinery),331,6354836,ok,2026-08-07T01:44:29
D,2025-01-31,bromine,bromine AND (mining OR supply OR production OR export OR smelter OR refinery),238,6354836,ok,2026-08-07T01:44:50
D,2025-01-31,cadmium,cadmium AND (mining OR supply OR production OR export OR smelter OR refinery),496,6354836,ok,2026-08-07T01:45:28
D,2025-01-31,cement,cement AND (mining OR supply OR production OR export OR smelter OR refinery),4524,6354836,ok,2026-08-07T01:45:51
D,2025-01-31,cesium,cesium AND (mining OR supply OR production OR export OR smelter OR refinery),207,6354836,ok,2026-08-07T01:46:23
D,2025-01-31,chromium,chromium AND (mining OR supply OR production OR export OR smelter OR refinery),407,6354836,ok,2026-08-07T01:46:50
D,2025-01-31,clays,clays AND (mining OR supply OR production OR export OR smelter OR refinery),125,6354836,ok,2026-08-07T01:47:20
D,2025-01-31,cobalt,cobalt AND (mining OR supply OR production OR export OR smelter OR refinery),3056,6354836,ok,2026-08-07T01:47:56
D,2025-01-31,copper,copper AND (mining OR supply OR production OR export OR smelter OR refinery),10283,6354836,ok,2026-08-07T01:48:27
D,2025-01-31,diamond (industrial),"""industrial diamond"" AND (mining OR supply OR production OR export OR smelter OR refinery)",4,6354836,ok,2026-08-07T01:48:54
D,2025-01-31,diatomite,diatomite AND (mining OR supply OR production OR export OR smelter OR refinery),36,6354836,ok,2026-08-07T01:49:16
D,2025-01-31,feldspar,feldspar AND (mining OR supply OR production OR export OR smelter OR refinery),108,6354836,ok,2026-08-07T01:49:50
D,2025-01-31,fluorspar,fluorspar AND (mining OR supply OR production OR export OR smelter OR refinery),21,6354836,ok,2026-08-07T01:50:15
D,2025-01-31,gallium,gallium AND (mining OR supply OR production OR export OR smelter OR refinery),757,6354836,ok,2026-08-07T01:50:53
D,2025-01-31,garnet (industrial),garnet AND (mining OR supply OR production OR export OR smelter OR refinery),195,6354836,ok,2026-08-07T01:51:24
D,2025-01-31,gemstones,gemstones AND (mining OR supply OR production OR export OR smelter OR refinery),450,6354836,ok,2026-08-07T01:51:56
D,2025-01-31,germanium,germanium AND (mining OR supply OR production OR export OR smelter OR refinery),501,6354836,ok,2026-08-07T01:52:23
D,2025-01-31,gold,gold AND (mining OR supply OR production OR export OR smelter OR refinery),31621,6354836,ok,2026-08-07T01:53:04
D,2025-01-31,graphite (natural),graphite AND (mining OR supply OR production OR export OR smelter OR refinery),1503,6354836,ok,2026-08-07T01:53:24
D,2025-01-31,gypsum,gypsum AND (mining OR supply OR production OR export OR smelter OR refinery),344,6354836,ok,2026-08-07T01:53:53
D,2025-01-31,hafnium,hafnium AND (mining OR supply OR production OR export OR smelter OR refinery),13,6354836,ok,2026-08-07T01:54:26
D,2025-01-31,helium,helium AND (mining OR supply OR production OR export OR smelter OR refinery),855,6354836,ok,2026-08-07T01:54:53
D,2025-01-31,indium,indium AND (mining OR supply OR production OR export OR smelter OR refinery),139,6354836,ok,2026-08-07T01:55:31
D,2025-01-31,iodine,iodine AND (mining OR supply OR production OR export OR smelter OR refinery),260,6354836,ok,2026-08-07T01:55:50
D,2025-01-31,iron and steel,"""steel industry"" AND (mining OR supply OR production OR export OR smelter OR refinery)",1048,6354836,ok,2026-08-07T01:56:38
D,2025-01-31,iron and steel scrap,"""steel scrap"" AND (mining OR supply OR production OR export OR smelter OR refinery)",60,6354836,ok,2026-08-07T01:56:58
D,2025-01-31,iron and steel slag,"""steel slag"" AND (mining OR supply OR production OR export OR smelter OR refinery)",34,6354836,ok,2026-08-07T01:57:26
D,2025-01-31,iron ore,"""iron ore"" AND (mining OR supply OR production OR export OR smelter OR refinery)",1804,6354836,ok,2026-08-07T01:58:12
D,2025-01-31,iron oxide pigments,"""iron oxide"" AND (mining OR supply OR production OR export OR smelter OR refinery)",136,6354836,ok,2026-08-07T01:58:40
D,2025-01-31,kyanite,kyanite AND (mining OR supply OR production OR export OR smelter OR refinery),3,6354836,ok,2026-08-07T01:58:53
D,2025-01-31,lead,lead AND (mining OR supply OR production OR export OR smelter OR refinery),92797,6354836,ok,2026-08-07T01:59:43
D,2025-01-31,lime,lime AND (mining OR supply OR production OR export OR smelter OR refinery),1654,6354836,ok,2026-08-07T02:00:04
D,2025-01-31,lithium,lithium AND (mining OR supply OR production OR export OR smelter OR refinery),10193,6354836,ok,2026-08-07T02:00:35
D,2025-01-31,magnesium compounds,"""magnesium compounds"" AND (mining OR supply OR production OR export OR smelter OR refinery)",6,6354836,ok,2026-08-07T02:01:08
D,2025-01-31,magnesium metal,magnesium AND (mining OR supply OR production OR export OR smelter OR refinery),1121,6354836,ok,2026-08-07T02:01:25
D,2025-01-31,manganese,manganese AND (mining OR supply OR production OR export OR smelter OR refinery),1054,6354836,ok,2026-08-07T02:02:04
D,2025-01-31,mercury,mercury AND (mining OR supply OR production OR export OR smelter OR refinery),2622,6354836,ok,2026-08-07T02:02:37
D,2025-01-31,mica (natural),mica AND (mining OR supply OR production OR export OR smelter OR refinery),317,6354836,ok,2026-08-07T02:03:06
D,2025-01-31,molybdenum,molybdenum AND (mining OR supply OR production OR export OR smelter OR refinery),622,6354836,ok,2026-08-07T02:03:28
D,2025-01-31,nickel,nickel AND (mining OR supply OR production OR export OR smelter OR refinery),5416,6354836,ok,2026-08-07T02:04:07
D,2025-01-31,niobium,niobium AND (mining OR supply OR production OR export OR smelter OR refinery),149,6354836,ok,2026-08-07T02:04:31
D,2025-01-31,nitrogen (fixed)-ammonia,ammonia AND (mining OR supply OR production OR export OR smelter OR refinery),1798,6354836,ok,2026-08-07T02:05:08
D,2025-01-31,peat,peat AND (mining OR supply OR production OR export OR smelter OR refinery),679,6354836,ok,2026-08-07T02:05:36
D,2025-01-31,perlite,perlite AND (mining OR supply OR production OR export OR smelter OR refinery),55,6354836,ok,2026-08-07T02:05:58
D,2025-01-31,phosphate rock,"""phosphate rock"" AND (mining OR supply OR production OR export OR smelter OR refinery)",33,6354836,ok,2026-08-07T02:06:35
D,2025-01-31,platinum-group metals,(platinum OR palladium) AND (mining OR supply OR production OR export OR smelter OR refinery),3760,6354836,ok,2026-08-07T02:07:13
D,2025-01-31,potash,potash AND (mining OR supply OR production OR export OR smelter OR refinery),419,6354836,ok,2026-08-07T02:08:02
D,2025-01-31,pumice and pumicite,pumice AND (mining OR supply OR production OR export OR smelter OR refinery),358,6354836,ok,2026-08-07T02:08:27
D,2025-01-31,quartz crystal (industrial),"""quartz crystal"" AND (mining OR supply OR production OR export OR smelter OR refinery)",17,6354836,ok,2026-08-07T02:09:11
D,2025-01-31,rare earths,"""rare earth"" AND (mining OR supply OR production OR export OR smelter OR refinery)",1753,6354836,ok,2026-08-07T02:09:35
D,2025-01-31,rhenium,rhenium AND (mining OR supply OR production OR export OR smelter OR refinery),64,6354836,ok,2026-08-07T02:10:01
D,2025-01-31,rubidium,rubidium AND (mining OR supply OR production OR export OR smelter OR refinery),52,6354836,ok,2026-08-07T02:10:27
D,2025-01-31,salt,salt AND (mining OR supply OR production OR export OR smelter OR refinery),8471,6354836,ok,2026-08-07T02:11:01
D,2025-01-31,sand and gravel,"""sand and gravel"" AND (mining OR supply OR production OR export OR smelter OR refinery)",144,6354836,ok,2026-08-07T02:11:39
D,2025-01-31,scandium,scandium AND (mining OR supply OR production OR export OR smelter OR refinery),61,6354836,ok,2026-08-07T02:11:54
D,2025-01-31,selenium,selenium AND (mining OR supply OR production OR export OR smelter OR refinery),212,6354836,ok,2026-08-07T02:12:27
D,2025-01-31,silicon,silicon AND (mining OR supply OR production OR export OR smelter OR refinery),8732,6354836,ok,2026-08-07T02:13:01
D,2025-01-31,silver,silver AND (mining OR supply OR production OR export OR smelter OR refinery),13958,6354836,ok,2026-08-07T02:13:27
D,2025-01-31,soda ash,"""soda ash"" AND (mining OR supply OR production OR export OR smelter OR refinery)",83,6354836,ok,2026-08-07T02:14:07
D,2025-01-31,stone,stone AND (mining OR supply OR production OR export OR smelter OR refinery),13048,6354836,ok,2026-08-07T02:14:30
D,2025-01-31,strontium,strontium AND (mining OR supply OR production OR export OR smelter OR refinery),81,6354836,ok,2026-08-07T02:14:56
D,2025-01-31,sulfur,sulfur AND (mining OR supply OR production OR export OR smelter OR refinery),1216,6354836,ok,2026-08-07T02:15:29
D,2025-01-31,talc and pyrophyllite,talc AND (mining OR supply OR production OR export OR smelter OR refinery),164,6354836,ok,2026-08-07T02:15:56
D,2025-01-31,tantalum,tantalum AND (mining OR supply OR production OR export OR smelter OR refinery),317,6354836,ok,2026-08-07T02:16:27
D,2025-01-31,tellurium,tellurium AND (mining OR supply OR production OR export OR smelter OR refinery),32,6354836,ok,2026-08-07T02:16:56
D,2025-01-31,thallium,thallium AND (mining OR supply OR production OR export OR smelter OR refinery),14,6354836,ok,2026-08-07T02:17:25
D,2025-01-31,thorium,thorium AND (mining OR supply OR production OR export OR smelter OR refinery),120,6354836,ok,2026-08-07T02:18:00
D,2025-01-31,tin,tin AND (mining OR supply OR production OR export OR smelter OR refinery),1697,6354836,ok,2026-08-07T02:18:29
D,2025-01-31,titanium,titanium AND (mining OR supply OR production OR export OR smelter OR refinery),1666,6354836,ok,2026-08-07T02:19:02
D,2025-01-31,tungsten,tungsten AND (mining OR supply OR production OR export OR smelter OR refinery),391,6354836,ok,2026-08-07T02:19:28
D,2025-01-31,vanadium,vanadium AND (mining OR supply OR production OR export OR smelter OR refinery),297,6354836,ok,2026-08-07T02:19:56
D,2025-01-31,vermiculite,vermiculite AND (mining OR supply OR production OR export OR smelter OR refinery),48,6354836,ok,2026-08-07T02:20:24
D,2025-01-31,wollastonite,wollastonite AND (mining OR supply OR production OR export OR smelter OR refinery),9,6354836,ok,2026-08-07T02:20:52
D,2025-01-31,yttrium,yttrium AND (mining OR supply OR production OR export OR smelter OR refinery),70,6354836,ok,2026-08-07T02:21:26
D,2025-01-31,zeolites (natural),zeolites AND (mining OR supply OR production OR export OR smelter OR refinery),69,6354836,ok,2026-08-07T02:21:52
D,2025-01-31,zinc,zinc AND (mining OR supply OR production OR export OR smelter OR refinery),2744,6354836,ok,2026-08-07T02:22:34
D,2025-01-31,zirconium,zirconium AND (mining OR supply OR production OR export OR smelter OR refinery),103,6354836,ok,2026-08-07T02:22:56
E1,2025-04-01,abrasives (manufactured),abrasives AND (mining OR supply OR production OR export OR smelter OR refinery),118,6450371,ok,2026-08-07T02:23:36
E1,2025-04-01,aluminum,aluminum AND (mining OR supply OR production OR export OR smelter OR refinery),7343,6450371,ok,2026-08-07T02:23:59
E1,2025-04-01,antimony,antimony AND (mining OR supply OR production OR export OR smelter OR refinery),405,6450371,ok,2026-08-07T02:24:30
E1,2025-04-01,arsenic,arsenic AND (mining OR supply OR production OR export OR smelter OR refinery),701,6450371,ok,2026-08-07T02:25:04
E1,2025-04-01,asbestos,asbestos AND (mining OR supply OR production OR export OR smelter OR refinery),595,6450371,ok,2026-08-07T02:25:24
E1,2025-04-01,barite,barite AND (mining OR supply OR production OR export OR smelter OR refinery),37,6450371,ok,2026-08-07T02:26:02
E1,2025-04-01,bauxite and alumina,bauxite AND (mining OR supply OR production OR export OR smelter OR refinery),368,6450371,ok,2026-08-07T02:26:28
E1,2025-04-01,beryllium,beryllium AND (mining OR supply OR production OR export OR smelter OR refinery),96,6450371,ok,2026-08-07T02:27:01
E1,2025-04-01,bismuth,bismuth AND (mining OR supply OR production OR export OR smelter OR refinery),131,6450371,ok,2026-08-07T02:27:29
E1,2025-04-01,boron,boron AND (mining OR supply OR production OR export OR smelter OR refinery),309,6450371,ok,2026-08-07T02:28:10
E1,2025-04-01,bromine,bromine AND (mining OR supply OR production OR export OR smelter OR refinery),237,6450371,ok,2026-08-07T02:28:28
E1,2025-04-01,cadmium,cadmium AND (mining OR supply OR production OR export OR smelter OR refinery),483,6450371,ok,2026-08-07T02:29:08
E1,2025-04-01,cement,cement AND (mining OR supply OR production OR export OR smelter OR refinery),4319,6450371,ok,2026-08-07T02:29:31
E1,2025-04-01,cesium,cesium AND (mining OR supply OR production OR export OR smelter OR refinery),183,6450371,ok,2026-08-07T02:30:05
E1,2025-04-01,chromium,chromium AND (mining OR supply OR production OR export OR smelter OR refinery),419,6450371,ok,2026-08-07T02:30:32
E1,2025-04-01,clays,clays AND (mining OR supply OR production OR export OR smelter OR refinery),114,6450371,ok,2026-08-07T02:30:56
E1,2025-04-01,cobalt,cobalt AND (mining OR supply OR production OR export OR smelter OR refinery),2939,6450371,ok,2026-08-07T02:31:34
E1,2025-04-01,copper,copper AND (mining OR supply OR production OR export OR smelter OR refinery),10632,6450371,ok,2026-08-07T02:31:58
E1,2025-04-01,diamond (industrial),"""industrial diamond"" AND (mining OR supply OR production OR export OR smelter OR refinery)",3,6450371,ok,2026-08-07T02:32:34
E1,2025-04-01,diatomite,diatomite AND (mining OR supply OR production OR export OR smelter OR refinery),38,6450371,ok,2026-08-07T02:32:57
E1,2025-04-01,feldspar,feldspar AND (mining OR supply OR production OR export OR smelter OR refinery),96,6450371,ok,2026-08-07T02:33:31
E1,2025-04-01,fluorspar,fluorspar AND (mining OR supply OR production OR export OR smelter OR refinery),18,6450371,ok,2026-08-07T02:34:01
E1,2025-04-01,gallium,gallium AND (mining OR supply OR production OR export OR smelter OR refinery),847,6450371,ok,2026-08-07T02:34:36
E1,2025-04-01,garnet (industrial),garnet AND (mining OR supply OR production OR export OR smelter OR refinery),190,6450371,ok,2026-08-07T02:35:02
E1,2025-04-01,gemstones,gemstones AND (mining OR supply OR production OR export OR smelter OR refinery),494,6450371,ok,2026-08-07T02:35:35
E1,2025-04-01,germanium,germanium AND (mining OR supply OR production OR export OR smelter OR refinery),567,6450371,ok,2026-08-07T02:35:59
E1,2025-04-01,gold,gold AND (mining OR supply OR production OR export OR smelter OR refinery),32107,6450371,ok,2026-08-07T02:36:36
E1,2025-04-01,graphite (natural),graphite AND (mining OR supply OR production OR export OR smelter OR refinery),1535,6450371,ok,2026-08-07T02:36:59
E1,2025-04-01,gypsum,gypsum AND (mining OR supply OR production OR export OR smelter OR refinery),339,6450371,ok,2026-08-07T02:37:32
E1,2025-04-01,hafnium,hafnium AND (mining OR supply OR production OR export OR smelter OR refinery),13,6450371,ok,2026-08-07T02:37:59
E1,2025-04-01,helium,helium AND (mining OR supply OR production OR export OR smelter OR refinery),854,6450371,ok,2026-08-07T02:38:37
E1,2025-04-01,indium,indium AND (mining OR supply OR production OR export OR smelter OR refinery),206,6450371,ok,2026-08-07T02:39:04
E1,2025-04-01,iodine,iodine AND (mining OR supply OR production OR export OR smelter OR refinery),255,6450371,ok,2026-08-07T02:39:32
E1,2025-04-01,iron and steel,"""steel industry"" AND (mining OR supply OR production OR export OR smelter OR refinery)",1180,6450371,ok,2026-08-07T02:40:10
E1,2025-04-01,iron and steel scrap,"""steel scrap"" AND (mining OR supply OR production OR export OR smelter OR refinery)",61,6450371,ok,2026-08-07T02:40:31
E1,2025-04-01,iron and steel slag,"""steel slag"" AND (mining OR supply OR production OR export OR smelter OR refinery)",31,6450371,ok,2026-08-07T02:41:06
E1,2025-04-01,iron ore,"""iron ore"" AND (mining OR supply OR production OR export OR smelter OR refinery)",1870,6450371,ok,2026-08-07T02:41:35
E1,2025-04-01,iron oxide pigments,"""iron oxide"" AND (mining OR supply OR production OR export OR smelter OR refinery)",140,6450371,ok,2026-08-07T02:42:02
E1,2025-04-01,kyanite,kyanite AND (mining OR supply OR production OR export OR smelter OR refinery),2,6450371,ok,2026-08-07T02:42:24
E1,2025-04-01,lead,lead AND (mining OR supply OR production OR export OR smelter OR refinery),92664,6450371,ok,2026-08-07T02:43:07
E1,2025-04-01,lime,lime AND (mining OR supply OR production OR export OR smelter OR refinery),1633,6450371,ok,2026-08-07T02:43:36
E1,2025-04-01,lithium,lithium AND (mining OR supply OR production OR export OR smelter OR refinery),9757,6450371,ok,2026-08-07T02:44:02
E1,2025-04-01,magnesium compounds,"""magnesium compounds"" AND (mining OR supply OR production OR export OR smelter OR refinery)",5,6450371,ok,2026-08-07T02:44:34
E1,2025-04-01,magnesium metal,magnesium AND (mining OR supply OR production OR export OR smelter OR refinery),1131,6450371,ok,2026-08-07T02:45:07
E1,2025-04-01,manganese,manganese AND (mining OR supply OR production OR export OR smelter OR refinery),994,6450371,ok,2026-08-07T02:45:33
E1,2025-04-01,mercury,mercury AND (mining OR supply OR production OR export OR smelter OR refinery),2594,6450371,ok,2026-08-07T02:46:04
E1,2025-04-01,mica (natural),mica AND (mining OR supply OR production OR export OR smelter OR refinery),312,6450371,ok,2026-08-07T02:46:34
E1,2025-04-01,molybdenum,molybdenum AND (mining OR supply OR production OR export OR smelter OR refinery),708,6450371,ok,2026-08-07T02:46:57
E1,2025-04-01,nickel,nickel AND (mining OR supply OR production OR export OR smelter OR refinery),5652,6450371,ok,2026-08-07T02:47:33
E1,2025-04-01,niobium,niobium AND (mining OR supply OR production OR export OR smelter OR refinery),123,6450371,ok,2026-08-07T02:48:01
E1,2025-04-01,nitrogen (fixed)-ammonia,ammonia AND (mining OR supply OR production OR export OR smelter OR refinery),1702,6450371,ok,2026-08-07T02:48:34
E1,2025-04-01,peat,peat AND (mining OR supply OR production OR export OR smelter OR refinery),785,6450371,ok,2026-08-07T02:49:04
E1,2025-04-01,perlite,perlite AND (mining OR supply OR production OR export OR smelter OR refinery),49,6450371,ok,2026-08-07T02:49:30
E1,2025-04-01,phosphate rock,"""phosphate rock"" AND (mining OR supply OR production OR export OR smelter OR refinery)",29,6450371,ok,2026-08-07T02:50:04
E1,2025-04-01,platinum-group metals,(platinum OR palladium) AND (mining OR supply OR production OR export OR smelter OR refinery),3714,6450371,ok,2026-08-07T02:50:35
E1,2025-04-01,potash,potash AND (mining OR supply OR production OR export OR smelter OR refinery),512,6450371,ok,2026-08-07T02:50:58
E1,2025-04-01,pumice and pumicite,pumice AND (mining OR supply OR production OR export OR smelter OR refinery),367,6450371,ok,2026-08-07T02:51:25
E1,2025-04-01,quartz crystal (industrial),"""quartz crystal"" AND (mining OR supply OR production OR export OR smelter OR refinery)",17,6450371,ok,2026-08-07T02:52:03
E1,2025-04-01,rare earths,"""rare earth"" AND (mining OR supply OR production OR export OR smelter OR refinery)",2156,6450371,ok,2026-08-07T02:52:35
E1,2025-04-01,rhenium,rhenium AND (mining OR supply OR production OR export OR smelter OR refinery),64,6450371,ok,2026-08-07T02:52:58
E1,2025-04-01,rubidium,rubidium AND (mining OR supply OR production OR export OR smelter OR refinery),51,6450371,ok,2026-08-07T02:53:27
E1,2025-04-01,salt,salt AND (mining OR supply OR production OR export OR smelter OR refinery),8316,6450371,ok,2026-08-07T02:54:07
E1,2025-04-01,sand and gravel,"""sand and gravel"" AND (mining OR supply OR production OR export OR smelter OR refinery)",137,6450371,ok,2026-08-07T02:54:36
E1,2025-04-01,scandium,scandium AND (mining OR supply OR production OR export OR smelter OR refinery),61,6450371,ok,2026-08-07T02:54:59
E1,2025-04-01,selenium,selenium AND (mining OR supply OR production OR export OR smelter OR refinery),204,6450371,ok,2026-08-07T02:55:30
E1,2025-04-01,silicon,silicon AND (mining OR supply OR production OR export OR smelter OR refinery),8103,6450371,ok,2026-08-07T02:56:01
E1,2025-04-01,silver,silver AND (mining OR supply OR production OR export OR smelter OR refinery),13848,6450371,ok,2026-08-07T02:56:30
E1,2025-04-01,soda ash,"""soda ash"" AND (mining OR supply OR production OR export OR smelter OR refinery)",76,6450371,ok,2026-08-07T02:57:04
E1,2025-04-01,stone,stone AND (mining OR supply OR production OR export OR smelter OR refinery),12990,6450371,ok,2026-08-07T02:57:35
E1,2025-04-01,strontium,strontium AND (mining OR supply OR production OR export OR smelter OR refinery),72,6450371,ok,2026-08-07T02:57:59
